"chr","pos","cms_score","genes","bin"
"chr19",58623964,7.58128,"ZNF135 & ZNF274 & ZNF329 & ZSCAN1 & ZSCAN18","294"
"chr17",78988839,7.57913,"BAIAP2 & BAIAP2-DT & CHMP6 & LOC400627 & RPTOR","395"
"chr3",184486673,7.57442,"LINC02069 & MAGEF1 & VPS8","923"
"chr2",129165328,7.57442,"HS6ST1","646"
"chr1",12193032,7.57379,"MIR4632 & MIR7846 & TNFRSF1B & TNFRSF8 & VPS13D","61"
"chr9",20999123,7.57199,"FOCAD & HACD4 & IFNB1","105"
"chr9",75772548,7.56976,"ANXA1","379"
"chr4",116375909,7.56976,"NONAME","582"
"chr1",44474336,7.56976,"ARTN & ATP6V0B & B4GALT2 & CCDC24 & DPH2 & IPO13 & SLC6A9 & ST3GAL3","223"
"chr1",23218472,7.56976,"EPHB2 & LACTBL1 & MIR4253","117"
"chr13",111207612,7.56925,"CARS2 & COL4A2 & COL4A2-AS1 & COL4A2-AS2 & NAXD & RAB20","557"
"chr4",151027110,7.56847,"DCLK2","756"
"chr14",72448865,7.56847,"RGS6","363"
"chr1",95328370,7.56847,"CNN3 & LOC729970 & SLC44A3 & SLC44A3-AS1","477"
"chr3",65273153,7.56491,"MAGI1","327"
"chr7",148176513,7.56391,"CNTNAP2","741"
"chr7",67068034,7.56261,"NONAME","336"
"chr4",79146435,7.56261,"FRAS1 & SNORD161","396"
"chr15",53659114,7.56261,"NONAME","269"
"chr1",187818634,7.56261,"NONAME","940"
"chr1",219705205,7.56191,"LYPLAL1-AS1 & ZC3H11B","1099"
"chr21",21279623,7.55912,"LINC01683","107"
"chr14",105618729,7.55912,"BRF1 & BTBD6 & GPR132 & JAG2 & LINC02298 & MIR6765 & NUDT14","529"
"chr10",53547844,7.55912,"CSTF2T & PRKG1","268"
"chr1",196109379,7.55912,"KCNT2 & LINC01724","981"
"chr21",26067172,7.55766,"NONAME","131"
"chr11",25157672,7.55745,"LUZP2","126"
"chr14",47703538,7.55594,"MDGA2","239"
"chr14",28480340,7.55332,"NONAME","143"
"chr7",26389545,7.54964,"LOC105375304 & LOC441204 & SNX10","132"
"chr4",173712840,7.54904,"GALNTL6 & GALNTL6-AS1","869"
"chr10",57085541,7.54904,"PCDH15","286"
"chr10",32790212,7.54904,"CCDC7 & LOC101929431","164"
"chr8",100074352,7.54837,"VPS13B","501"
"chr6",109529912,7.54837,"CCDC162P & CEP57L1","548"
"chr2",241561823,7.54837,"ANKMY1 & AQP12A & AQP12B & CAPN10 & CAPN10-DT & DUSP28 & GPR35 & KIF1A & LOC285191 & RNPEPL1","1208"
"chr2",13069140,7.54837,"LOC100506474","66"
"chr8",130713869,7.54082,"CCDC26 & GSDMC","654"
"chr7",1822234,7.5402,"ELFN1 & ELFN1-AS1 & MAD1L1 & MIR4655","10"
"chr2",192797804,7.5402,"CAVIN2 & TMEFF2","964"
"chr14",82283854,7.5402,"LINC02311","412"
"chr3",149533228,7.53629,"ANKUB1 & COMMD2 & RNF13 & WWTR1","748"
"chr20",62042425,7.53263,"CHRNA4 & COL20A1 & EEF1A2 & KCNQ2 & LOC100130587","311"
"chr2",146465246,7.53263,"NONAME","733"
"chr1",22912914,7.53263,"C1QA & C1QB & C1QC & EPHA8 & MIR6127 & ZBTB40","115"
"chr8",59410018,7.53193,"CYP7A1 & NSMAF & SDCBP & UBXN2B","298"
"chr12",63063296,7.53087,"LINC01465 & MIRLET7I & MON2 & PPM1H","316"
"chr10",132950563,7.53021,"TCERG1L & TCERG1L-AS1","665"
"chr3",40098299,7.52498,"MYRIP","201"
"chr6",76001254,7.52485,"COL12A1 & COX7A2 & FILIP1 & LOC100506804 & LOC101928540 & TMEM30A","381"
"chr6",13204776,7.52485,"LOC100130357 & PHACTR1 & TBC1D7-LOC100130357","67"
"chr14",85011450,7.52485,"NONAME","426"
"chr14",84937828,7.52485,"NONAME","425"
"chr6",79879850,7.52363,"HMGN3 & HMGN3-AS1 & PHIP","400"
"chr3",65771317,7.52057,"MAGI1 & MAGI1-IT1","329"
"chr15",45815975,7.51921,"BLOC1S6 & C15orf48 & HMGN2P46 & MIR147B & SLC30A4 & SNORA41B","230"
"chr15",74512853,7.51773,"CCDC33 & ISLR & ISLR2 & LOC283731 & STRA6","373"
"chr4",125870957,7.51666,"NONAME","630"
"chr2",30940519,7.51666,"CAPN13 & LCLAT1","155"
"chr16",64693594,7.51666,"NONAME","324"
"chr4",138058888,7.51566,"LINC02510 & LINC02511","691"
"chr2",176488591,7.51566,"NONAME","883"
"chr2",105680797,7.51566,"LINC01918 & LOC102724691 & MRPS9 & UTAT33","529"
"chr1",180537250,7.51437,"ACBD6 & OVAAL & XPR1","903"
"chr3",172846749,7.51197,"SPATA16","865"
"chr16",17416464,7.51141,"XYLT1","88"
"chr4",154561205,7.51061,"LOC100419170 & RNF175 & TLR2 & TMEM131L","773"
"chr14",94193879,7.51061,"PRIMA1 & UNC79","471"
"chr6",148368217,7.5092,"NONAME","742"
"chr12",15583135,7.50763,"PTPRO","78"
"chr5",44853593,7.50748,"MRPS30 & MRPS30-DT","225"
"chr20",30478216,7.50483,"DUSP15 & FOXS1 & MYLK2 & PDRG1 & TPX2 & TTLL9 & XKR7","153"
"chr14",73080564,7.50483,"DPF3 & MIR7843 & RGS6","366"
"chr4",104867642,7.50417,"NONAME","525"
"chr20",57588770,7.50417,"ATP5F1E & CTSZ & NELFCD & PRELID3B & SLMO2-ATP5E & TUBB1","288"
"chr17",4708159,7.50417,"ARRB2 & C17orf107 & CHRNE & CXCL16 & GLTPD2 & LOC101559451 & MED11 & MINK1 & PLD2 & PSMB6 & TM4SF5 & VMO1 & ZMYND15","24"
"chr10",13901076,7.50417,"FRMD4A","70"
"chr1",208017360,7.50369,"CD34 & CD46 & LOC148696 & MIR29B2 & MIR29B2CHG & MIR29C","1041"
"chr14",39034923,7.49949,"NONAME","196"
"chr16",25010211,7.49926,"ARHGAP17 & LINC02175 & LOC554206 & SLC5A11","126"
"chr12",70799260,7.49926,"CNOT2 & KCNMB4","354"
"chr8",61801837,7.49905,"CHD7 & LOC100130298","310"
"chr8",133700036,7.49707,"LRRC6 & PHF20L1 & TMEM71","669"
"chr5",147815415,7.48768,"FBXO38 & HTR4 & LOC102546294 & SPINK9","740"
"chr11",62875678,7.48685,"SLC22A24 & SLC22A25 & SLC22A8","315"
"chr4",23813180,7.48373,"PPARGC1A","120"
"chr7",56248053,7.47621,"CHCHD2 & NUPR2 & PHKG1 & SUMF2","282"
"chr11",120114073,7.47416,"ARHGEF12 & LOC649133 & OAF & POU2F3 & TMEM136","601"
"chr12",126606788,7.47197,"LINC02359","634"
"chr7",4962390,7.47117,"MMD2 & PAPOLB & RADIL & RNF216P1 & SNORD165","25"
"chr15",86854359,7.47117,"AGBL1 & AGBL1-AS1","435"
"chr5",178959269,7.46969,"HNRNPH1 & LOC101928445 & RUFY1","895"
"chr2",164145400,7.46928,"NONAME","821"
"chr15",45735865,7.46928,"C15orf48 & GATM & HMGN2P46 & MIR147B & SLC30A4 & SNORA41B & SPATA5L1","229"
"chr13",58853599,7.46928,"LINC00374 & LINC02338","295"
"chr20",40271742,7.46688,"CHD6","202"
"chr15",101326706,7.46688,"ALDH1A3","507"
"chr4",26158726,7.46377,"NONAME","131"
"chr15",64255234,7.46026,"DAPK2 & LOC101928988 & MIR422A","322"
"chr21",43388589,7.45799,"C2CD2 & PRDM15 & SNORA91 & UMODL1 & ZBTB21 & ZNF295-AS1","217"
"chr2",201588745,7.45604,"AOX1 & AOX3P-AOX2P & BZW1 & LINC01792 & LOC101927795","1008"
"chr22",32696857,7.45446,"LOC339666 & RFPL2 & RFPL3 & RFPL3S & RTCB & SLC5A4 & SLC5A4-AS1","164"
"chr4",131621226,7.44995,"NONAME","659"
"chr8",56163756,7.44021,"XKR4","281"
"chr10",19685286,7.43727,"MALRD1","99"
"chr7",12556522,7.43241,"LOC102725191 & SCIN","63"
"chr12",25202737,7.43241,"C12orf77 & CASC1 & LOC645177 & LRMP","127"
"chr4",2289266,7.43234,"HAUS3 & MIR4800 & MXD4 & POLN & ZFYVE28","12"
"chr16",23163454,7.43215,"SCNN1G & USP31","116"
"chr1",111006941,7.43175,"CYMP & CYMP-AS1 & KCNA10 & LAMTOR5 & LAMTOR5-AS1 & PROK1 & SLC16A4","556"
"chr7",563048,7.4317,"HRAT92 & LOC101926963 & LOC101927000 & PDGFA & PRKAR1B","3"
"chr8",37357044,7.43154,"LINC01605 & MIR1268A","187"
"chr15",41597437,7.43154,"CHP1 & EXD1 & NDUFAF1 & NUSAP1 & OIP5 & OIP5-AS1","208"
"chr7",71021468,7.43084,"GALNT17","356"
"chr16",73777557,7.43084,"NONAME","369"
"chr9",26068230,7.43073,"LOC100506422","131"
"chr3",78596140,7.42973,"ROBO1","393"
"chr19",18893429,7.42973,"CERS1 & COMP & CRTC1 & GDF1 & UPF1","95"
"chr7",54288169,7.42778,"NONAME","272"
"chr12",67859728,7.42775,"LINC02408 & LINC02420","340"
"chr11",825110,7.42775,"CD151 & CEND1 & CHID1 & CRACR2B & EPS8L2 & GATD1 & LOC171391 & PANO1 & PIDD1 & PNPLA2 & POLR2L & RPLP2 & SLC25A22 & SNORA52 & TALDO1 & TSPAN4","5"
"chr8",61022672,7.4272,"CA8","306"
"chr3",29104199,7.42582,"NONAME","146"
"chr14",48100963,7.42582,"MDGA2","241"
"chr16",80630628,7.42475,"CDYL2 & DYNLRB2 & LINC01227 & LOC102724084","404"
"chr14",74720773,7.42426,"ABCD4 & LIN52 & VRTN & VSX2","374"
"chr1",101927321,7.42089,"LINC01307","510"
"chr2",107802823,7.42028,"MIR548AU","540"
"chr3",144894121,7.41845,"NONAME","725"
"chr2",124308186,7.41845,"NONAME","622"
"chr15",88047647,7.41845,"LINC00052","441"
"chr11",97446536,7.41845,"NONAME","488"
"chr6",132916741,7.41752,"STX7 & TAAR1 & TAAR2 & TAAR3P & TAAR5 & TAAR6 & TAAR8 & TAAR9 & VNN1","665"
"chr4",56949764,7.41752,"CEP135 & KIAA1211","285"
"chr3",40807526,7.41752,"NONAME","205"
"chr1",193292667,7.41752,"CDC73 & LINC01031","967"
"chr17",25315834,7.41651,"LOC105371703","127"
"chr14",39543134,7.41587,"GEMIN2 & SEC23A & SEC23A-AS1 & TRAPPC6B","198"
"chr3",111285015,7.41424,"CD96 & ZBED2","557"
"chr3",99932755,7.40928,"CMSS1 & FILIP1L & TBC1D23 & TMEM30CP","500"
"chr13",68984628,7.4089,"NONAME","345"
"chr6",1527053,7.40648,"FOXC1 & FOXCUT & GMDS","8"
"chr7",15581109,7.40512,"AGMO & MEOX2","78"
"chr19",55912712,7.40512,"BRSK1 & COX6B2 & FAM71E2 & IL11 & ISOC2 & KMT5C & MIR6805 & NAT14 & RPL28 & SHISA7 & SNORD157 & SSC5D & TMEM150B & TMEM190 & TMEM238 & UBE2S & ZNF628","280"
"chr10",7410589,7.40512,"SFMBT2","38"
"chr17",59571602,7.40182,"C17orf82 & NACA2 & TBX2 & TBX2-AS1 & TBX4","298"
"chr7",24442646,7.39877,"NONAME","123"
"chr13",62893791,7.39877,"LINC00459 & LINC01074 & LINC01075","315"
"chr1",183675931,7.39802,"APOBEC4 & ARPC5 & RGL1","919"
"chr4",155996427,7.39582,"NONAME","780"
"chr4",119436130,7.39582,"CEP170P1 & LOC729218","598"
"chr17",50193197,7.39582,"CA10","251"
"chr3",182754967,7.39429,"DCUN1D1 & LAMP3 & MCCC1","914"
"chr10",55528425,7.39014,"PCDH15","278"
"chr8",15874858,7.38998,"MSR1","80"
"chr2",5839811,7.38975,"LINC01248 & SOX11","30"
"chr7",9644149,7.38855,"PER4","49"
"chr22",20207328,7.38855,"CCDC188 & DGCR6L & LINC00896 & LOC284865 & MIR1286 & RANBP1 & RTN4R & SNORA77B & ZDHHC8","102"
"chr16",52671281,7.38608,"CASC16 & TOX3","264"
"chr10",5379976,7.38608,"LINC02561 & NET1 & TUBAL3 & UCN3","27"
"chr1",187799814,7.38608,"NONAME","939"
"chr8",65411273,7.38249,"BHLHE22 & CYP7B1 & LOC401463","328"
"chr19",11843686,7.38249,"ZNF440 & ZNF441 & ZNF491 & ZNF823 & ZNF833P","60"
"chr4",175939217,7.38115,"ADAM29","880"
"chr4",126001059,7.38115,"NONAME","631"
"chr11",10804319,7.38115,"CTR9 & EIF4G2 & LOC101928053 & MRVI1 & SNORD97 & ZBED5 & ZBED5-AS1","55"
"chr22",48246357,7.38106,"LOC284930","242"
"chr9",139411664,7.37783,"C9orf163 & INPP5E & LINC01451 & MIR4673 & MIR4674 & NALT1 & NOTCH1 & PMPCA & SEC16A","698"
"chr13",91426638,7.37749,"NONAME","458"
"chr1",228033241,7.37749,"MIR5008 & PRSS38 & SNAP47 & WNT9A","1141"
"chr1",227963594,7.37749,"JMJD4 & PRSS38 & SNAP47 & ZNF678 & ZNF847P","1140"
"chr12",127203959,7.37507,"LINC00943 & LINC00944 & LOC100996671","637"
"chr5",39185631,7.37244,"C9 & FYB1","196"
"chr3",70957896,7.37244,"FOXP1","355"
"chr20",5493842,7.37244,"GPCPD1 & LINC00654 & LINC00658 & LINC01729 & LOC643406","28"
"chr2",127587337,7.37244,"TEX51","638"
"chr5",85321761,7.37132,"NONAME","427"
"chr10",6871410,7.37132,"LINC00706 & LINC00707 & LINP1","35"
"chr20",13571338,7.36935,"TASP1","68"
"chr1",44174793,7.36838,"KDM4A & KDM4A-AS1 & LOC101929592 & PTPRF & ST3GAL3","221"
"chr18",68112452,7.36745,"LINC01909 & LINC01910","341"
"chr8",135589449,7.36522,"ZFAT & ZFAT-AS1","678"
"chr20",7707437,7.36522,"NONAME","39"
"chr15",63255116,7.36522,"TPM1 & TPM1-AS","317"
"chr1",55741377,7.36522,"LOC100507634 & MIR4422 & MIR4422HG & USP24","279"
"chr4",117983266,7.36515,"TRAM1L1","590"
"chr2",173968996,7.36491,"MAP3K20 & MAP3K20-AS1 & RAPGEF4","870"
"chr11",8193153,7.36025,"LMO1 & RIC3 & TUB","41"
"chr21",36509596,7.3598,"RUNX1 & RUNX1-IT1","183"
"chr6",9726655,7.3592,"NONAME","49"
"chr6",151361393,7.3592,"MTHFD1L","757"
"chr2",223457075,7.3592,"FARSB & MOGAT1 & SGPP2","1118"
"chr13",67194888,7.3563,"PCDH9","336"
"chr4",114671843,7.35391,"CAMK2D","574"
"chr12",46622269,7.35391,"SLC38A1","234"
"chr2",108766963,7.35259,"LINC01593 & LINC01594 & SULT1C3","544"
"chr19",5043197,7.35259,"KDM4B & UHRF1","26"
"chr17",80603191,7.35165,"FN3K & FN3KRP & FOXK2 & LOC101929552 & MIR4525 & RAB40B & WDR45B","404"
"chr5",3222517,7.35062,"LINC01377","17"
"chr6",71094301,7.35025,"COL9A1 & EVADR & FAM135A & LOC105377849","356"
"chr3",55640563,7.34822,"ERC2 & ERC2-IT1","279"
"chr12",126335086,7.34822,"NONAME","632"
"chr1",193581873,7.34492,"NONAME","968"
"chr7",86904073,7.3441,"CROT & DMTF1 & TMEM243 & TP53TG1","435"
"chr14",64345726,7.3441,"SYNE2","322"
"chr6",1606028,7.34316,"FOXC1 & FOXCUT & GMDS","9"
"chr19",21677693,7.34316,"LINC00664 & ZNF429 & ZNF493","109"
"chr11",9222631,7.34316,"DENND5A & TMEM41B","47"
"chr8",26643733,7.33943,"ADRA1A","134"
"chr5",126735334,7.3369,"MEGF10","634"
"chr11",129642108,7.3369,"NFRKB & TMEM45B","649"
"chr5",20146821,7.33616,"CDH18","101"
"chr15",40251517,7.33616,"EIF2AK4 & GPR176 & SRP14 & SRP14-AS1","202"
"chr7",960642,7.33611,"ADAP1 & C7orf50 & COX19 & CYP2W1 & GET4 & SUN1","5"
"chr17",2719163,7.33611,"CCDC92B & MIR1253 & RAP1GAP2","14"
"chr11",60535363,7.33579,"CCDC86 & LINC00301 & MS4A10 & MS4A15 & MS4A18 & MS4A8 & PTGDR2 & ZP1","303"
"chr14",90659854,7.33561,"KCNK13 & NRDE2 & PSMC1","454"
"chr12",87674888,7.33489,"LOC105369879","439"
"chr17",2954631,7.33215,"LOC100288728 & LOC101927911 & OR1D2 & OR1D5 & OR1E3 & OR1G1 & RAP1GAP2","15"
"chr3",8257856,7.33138,"LMCD1-AS1","42"
"chr10",5551181,7.32853,"CALML3 & CALML3-AS1 & CALML5 & LOC105376382 & NET1","28"
"chr5",91463472,7.32616,"NONAME","458"
"chr15",80356389,7.32585,"BCL2A1 & FAH & ZFAND6","402"
"chr2",29929104,7.32297,"ALK","150"
"chr11",24755301,7.3217,"LUZP2","124"
"chr17",44065263,7.32119,"KANSL1 & MAPT & MAPT-AS1 & MAPT-IT1 & STH","221"
"chr6",46270690,7.32113,"LOC101926915 & RCAN2","232"
"chr5",177070018,7.32113,"B4GALT7 & FAM153A & FAM193B & LOC202181 & TMED9","886"
"chr16",12106289,7.32113,"GSPT1 & NPIPB2 & SNX29 & TNFRSF17","61"
"chr15",31938705,7.32113,"OTUD7A","160"
"chr9",124824739,7.32003,"MIR4478 & MORN5 & NDUFA8 & TTLL11","625"
"chr7",29839545,7.31563,"DPY19L2P3 & WIPF3","150"
"chr3",82997298,7.31392,"NONAME","415"
"chr12",7156200,7.31392,"C1R & C1RL & C1S & EMG1 & LPCAT3 & MIR141 & MIR200C & MIR200CHG & PHB2 & PTPN6 & SCARNA12","36"
"chr9",35917880,7.31044,"FAM221B & HRCT1 & LINC00950 & OR13J1 & OR2S2 & SPAAR & TMEM8B","180"
"chr7",127044300,7.31044,"LOC100506682 & ZNF800","636"
"chr3",40715996,7.31044,"NONAME","204"
"chr10",16116816,7.31044,"NONAME","81"
"chr4",182770248,7.30859,"TEMN3-AS1","914"
"chr7",135899045,7.30642,"NONAME","680"
"chr6",68672989,7.30638,"LOC102723883","344"
"chr9",31872621,7.30415,"NONAME","160"
"chr2",183687519,7.30415,"DNAJC10 & FRZB","919"
"chr12",106222911,7.3005,"CASC18","532"
"chr9",25442538,7.29954,"NONAME","128"
"chr10",67992843,7.29704,"CTNNA3","340"
"chr3",149899474,7.2927,"LINC01213 & LINC01214 & LOC105374313","750"
"chr7",147767775,7.2907,"CNTNAP2 & MIR548T","739"
"chr4",63312133,7.29057,"NONAME","317"
"chr6",122780477,7.28428,"HSF2 & PKIB & SERINC1","614"
"chr4",187359474,7.28428,"F11-AS1 & MTNR1A","937"
"chr4",135890350,7.28294,"NONAME","680"
"chr1",192647139,7.28294,"MIR4426 & RGS1 & RGS13","964"
"chr12",110819760,7.28252,"ANAPC7 & ARPC3 & ATP2A2 & FAM216A & GPN3","555"
"chr20",14009742,7.28213,"MACROD2 & SEL1L2","71"
"chr11",77231052,7.28213,"AQP11 & CLNS1A & LOC646029 & PAK1","387"
"chr9",138281785,7.27898,"C9orf62 & PPP1R26 & PPP1R26-AS1","692"
"chr4",5256860,7.27898,"STK32B","27"
"chr1",151817405,7.27898,"C2CD4D & C2CD4D-AS1 & LINGO4 & MRPL9 & OAZ3 & RORC & TDRKH & TDRKH-AS1 & THEM4 & THEM5","760"
"chr20",47082587,7.27863,"LINC00494","236"
"chr20",50195954,7.27764,"ATP9A & NFATC2","251"
"chr12",113796566,7.27764,"MIR6762 & PLBD2 & SDS & SDSL & SLC8B1 & TPCN1","569"
"chr9",31636464,7.27679,"NONAME","159"
"chr7",56149847,7.27679,"CCT6A & CHCHD2 & NIPSNAP2 & NUPR2 & PHKG1 & PSPH & SNORA15 & SNORA22B & SUMF2","281"
"chr6",33593491,7.27679,"BAK1 & GGNBP1 & IP6K3 & ITPR3 & LINC00336 & LOC101929188 & MIR3934 & UQCC2","168"
"chr3",41043760,7.27679,"NONAME","206"
"chr15",24831138,7.27679,"NPAP1 & PWRN1","125"
"chr1",206711978,7.27679,"DYRK3 & EIF2D & IKBKE & MIR6769B & RASSF5 & SRGAP2","1034"
"chr14",75041489,7.27592,"AREL1 & ISCA2 & LTBP2 & MIR4709 & NPC2","376"
"chr8",59134033,7.27497,"FAM110B & LOC101929528","296"
"chr15",34898387,7.27497,"GOLGA8B & LINC02252 & MIR1233-1 & MIR1233-2","175"
"chr12",4971042,7.2747,"GALNT8 & KCNA1 & KCNA6","25"
"chr10",33340538,7.27417,"ITGB1","167"
"chr2",17309122,7.27372,"NONAME","87"
"chr9",18835308,7.27209,"ADAMTSL1 & SAXO1","95"
"chr11",95981243,7.27209,"MAML2 & MIR1260B","480"
"chr5",110847036,7.27087,"CAMK4 & STARD4 & STARD4-AS1","555"
"chr2",43330478,7.27087,"LINC01819 & LINC02580","217"
"chr8",130065779,7.26943,"LINC00976","651"
"chr8",115694167,7.26943,"NONAME","579"
"chr6",162546712,7.26943,"PRKN","813"
"chr3",106800599,7.26943,"LINC00882","535"
"chr21",35788005,7.26943,"FAM243A & FAM243B & KCNE1 & KCNE1B & KCNE2 & SMIM11A & SMIM11B","179"
"chr12",73547371,7.26943,"LINC02444","368"
"chr11",79577053,7.26943,"NONAME","398"
"chr2",184147161,7.26745,"NONAME","921"
"chr21",23648455,7.26315,"NONAME","119"
"chr17",34479516,7.26234,"CCL18 & CCL3 & CCL3L1 & CCL3L3 & CCL4 & CCL4L1 & CCL4L2","173"
"chr15",54286418,7.26234,"UNC13C","272"
"chr8",134694314,7.26067,"LOC101927798 & LOC105375773","674"
"chr2",88434896,7.26067,"FABP1 & KRCC1 & MIR4780 & SMYD1 & THNSL2","443"
"chr16",27802805,7.25747,"GSG1L & KIAA0556 & LOC100128079","140"
"chr6",84571650,7.25734,"CYB5R4 & RIPPLY2","423"
"chr5",80208675,7.25734,"MSH3 & RASGRF2 & RASGRF2-AS1","402"
"chr2",157664481,7.25656,"NONAME","789"
"chr5",1673295,7.25422,"LOC728613 & MIR4277 & SDHAP3","9"
"chr11",97340385,7.25402,"NONAME","487"
"chr9",28730287,7.24852,"LINGO2","144"
"chr8",32195304,7.24852,"NRG1","161"
"chr8",31026769,7.24852,"WRN","156"
"chr6",119164948,7.24852,"ASF1A & MCM9 & SELENOKP3","596"
"chr3",100302956,7.24773,"ADGRG7 & TMEM45A","502"
"chr6",129855572,7.24694,"ARHGAP18 & LAMA2","650"
"chr6",132534162,7.24665,"LINC01013 & MIR548AJ1 & MOXD1","663"
"chr4",83576973,7.24665,"LINC00575 & MIR575 & SCD5 & TMEM150C","418"
"chr11",76032673,7.23998,"GVQW3 & THAP12","381"
"chr2",92098298,7.23984,"ACTR3BP2","461"
"chr9",15111954,7.23929,"LOC389705 & TTC39B","76"
"chr22",33502553,7.23929,"LINC01640 & SYN3","168"
"chr1",242584765,7.23929,"PLD5","1213"
"chr2",8645375,7.23922,"LINC01814","44"
"chr20",46519551,7.23914,"LINC01522 & LINC01523","233"
"chr7",21515303,7.23834,"DNAH11 & MIR1183 & SP4","108"
"chr4",126416465,7.23791,"FAT4 & MIR2054","633"
"chr7",3631592,7.23758,"SDK1","19"
"chr20",15088206,7.23758,"MACROD2","76"
"chr12",7470342,7.23713,"ACSM4 & CD163L1 & PEX5","38"
"chr5",9210525,7.23316,"SEMA5A","47"
"chr1",202141263,7.23316,"ARL8A & GPR37L1 & LGR6 & PTPN7 & PTPRVP","1011"
"chr13",28897163,7.22994,"FLT1 & PAN3","145"
"chr2",61898451,7.2294,"NONAME","310"
"chr6",168446653,7.22705,"AFDN & FRMD1 & HGC6.3 & KIF25 & KIF25-AS1","843"
"chr10",107720990,7.22551,"NONAME","539"
"chr2",47344111,7.22549,"CALM2 & EPCAM-DT & STPG4 & TTC7A","237"
"chr10",100993170,7.22397,"CNNM1 & HPSE2","505"
"chr11",71439265,7.21816,"ALG1L9P & FAM86C1 & ZNF705E","358"
"chr9",130164993,7.21528,"GARNL3 & LRSAM1 & RPL12 & SLC2A8 & SNORA65 & ZNF79","651"
"chr1",246355091,7.21263,"SMYD3","1232"
"chr3",158441448,7.21249,"GFM1 & LXN & MFSD1 & RARRES1","793"
"chr6",146927711,7.2123,"ADGB & LOC101928661 & RAB32","735"
"chr6",142340361,7.212,"NMBR","712"
"chr10",11297602,7.21172,"CELF2 & CELF2-AS1","57"
"chr3",194999996,7.21048,"ACAP2 & XXYLT1","975"
"chr2",235626700,7.21048,"LINC01173","1179"
"chr20",6540493,7.21015,"CASC20","33"
"chr3",57122404,7.21004,"ARHGEF3 & IL17RD & SPATA12","286"
"chr17",45320718,7.20958,"CDC27 & EFCAB13 & ITGB3 & MYL4 & THCAT158","227"
"chr11",70896432,7.20882,"SHANK2","355"
"chr12",103734763,7.20507,"C12orf42","519"
"chr2",107788263,7.20308,"MIR548AU","539"
"chr3",23847211,7.20012,"NKIRAS1 & UBE2E1 & UBE2E1-AS1","120"
"chr18",49173755,7.19781,"LINC01630","246"
"chr1",182392412,7.19642,"GLUL & LINC00272 & RGSL1 & TEDDM1","912"
"chr7",32778260,7.19368,"DPY19L1P1 & DPY19L1P2 & LINC00997 & MIR550A2 & MIR550B2 & ZNRF2P1","164"
"chr1",63470154,7.19368,"LINC01739","318"
"chr8",39195964,7.19304,"ADAM32 & ADAM5","196"
"chr4",74965274,7.19246,"CXCL2 & CXCL3 & MTHFD2L & PPBPP2","375"
"chr4",17107945,7.19246,"LINC02493","86"
"chr3",112511867,7.19108,"CD200R1L & CD200R1L-AS1 & LINC02042","563"
"chr19",30013085,7.18935,"LOC284395 & POP4 & VSTM2B","151"
"chr11",107377621,7.18935,"ALKBH8 & CWF19L2 & ELMOD1","537"
"chr10",45368032,7.18935,"RASSF4 & TMEM72 & TMEM72-AS1","227"
"chr7",155099142,7.18869,"BLACE & INSIG1 & LOC100286906","776"
"chr14",30575613,7.18869,"NONAME","153"
"chr17",6959307,7.18851,"ALOX12 & ALOX12-AS1 & ASGR2 & BCL6B & C17orf49 & CLEC10A & MIR195 & MIR497 & MIR497HG & RNASEK & RNASEK-C17orf49 & SLC16A11 & SLC16A13","35"
"chr9",11349691,7.18778,"NONAME","57"
"chr10",83964496,7.18536,"NRG3 & NRG3-AS1","420"
"chr4",167372858,7.18471,"NONAME","837"
"chr8",64949682,7.18445,"LOC102724623","325"
"chr3",120722828,7.18405,"MIR5682 & STXBP5L","604"
"chr11",25906066,7.18405,"NONAME","130"
"chr13",111813690,7.1836,"ARHGEF7 & ARHGEF7-AS1 & ARHGEF7-AS2 & LINC00368 & LOC101060553","560"
"chr5",173734349,7.18347,"LINC01411","869"
"chr4",80023917,7.17958,"LINC01088","401"
"chr12",11444682,7.17865,"PRB1 & PRB2 & PRB3 & PRB4","58"
"chr18",46288678,7.17777,"CTIF & MIR4743","232"
"chr16",862060,7.17777,"CCDC78 & CHTF18 & CIAO3 & FAM173A & GNG13 & HAGHL & LMF1 & METRN & MIR662 & MSLN & PRR25 & RPUSD1","5"
"chr2",177680063,7.17716,"NONAME","889"
"chr10",44854180,7.17611,"C10orf142 & CXCL12","225"
"chr1",65987205,7.17308,"LEPR & LEPROT","330"
"chr13",100322463,7.17122,"CLYBL & CLYBL-AS1 & CLYBL-AS2 & LINC01039 & LOC101927437 & MIR4306","502"
"chr1",185480384,7.17122,"LINC01350","928"
"chr4",177559440,7.16969,"VEGFC","888"
"chr17",30846624,7.16962,"CDK5R1 & MYO1D & PSMD11","155"
"chr4",161267790,7.16936,"NONAME","807"
"chr4",55517506,7.16555,"KIT & LINC02260","278"
"chr12",4463036,7.16172,"CCND2 & CCND2-AS1 & FGF23 & FGF6 & TIGAR","23"
"chr5",88004101,7.16138,"LINC00461 & MEF2C & MEF2C-AS2 & MIR9-2","441"
"chr17",71396961,7.16138,"CDC42EP4 & SDK2","357"
"chr11",20264401,7.16102,"DBX1","102"
"chr10",31091837,7.16102,"LOC105376480 & SVIL2P & ZNF438","156"
"chr10",119418901,7.15907,"NONAME","598"
