ensembl_gene_id,chromosome_name,start_position,end_position,from_position,to_position,length
ENSG00000198081,18,5289019,5297053,chr18:5289019,chr18:5297053,8034
ENSG00000198087,6,47477789,47627263,chr6:47477789,chr6:47627263,149474
ENSG00000198160,1,66924895,66988619,chr1:66924895,chr1:66988619,63724
ENSG00000198198,1,43389882,43454247,chr1:43389882,chr1:43454247,64365
ENSG00000198246,10,71319259,71381423,chr10:71319259,chr10:71381423,62164
ENSG00000198440,19,56397966,56436035,chr19:56397966,chr19:56436035,38069
ENSG00000198513,14,50532509,50633068,chr14:50532509,chr14:50633068,100559
ENSG00000198517,7,1530702,1543043,chr7:1530702,chr7:1543043,12341
ENSG00000198522,2,27628247,27651511,chr2:27628247,chr2:27651511,23264
ENSG00000198554,14,54938949,55027105,chr14:54938949,chr14:55027105,88156
ENSG00000198612,2,237085882,237100474,chr2:237085882,chr2:237100474,14592
ENSG00000198646,20,34689097,34825651,chr20:34689097,chr20:34825651,136554
ENSG00000198673,12,61708259,62279150,chr12:61708259,chr12:62279150,570891
ENSG00000198682,10,87659613,87747705,chr10:87659613,chr10:87747705,88092
ENSG00000198720,17,29589769,29614761,chr17:29589769,chr17:29614761,24992
ENSG00000198730,11,10751246,10801625,chr11:10751246,chr11:10801625,50379
ENSG00000198794,15,74957219,75021495,chr15:74957219,chr15:75021495,64276
ENSG00000198814,X,30653359,30731456,chrX:30653359,chrX:30731456,78097
ENSG00000198826,15,32615144,32639941,chr15:32615144,chr15:32639941,24797
ENSG00000198832,22,31104772,31120069,chr22:31104772,chr22:31120069,15297
ENSG00000198860,1,184051651,184123978,chr1:184051651,chr1:184123978,72327
ENSG00000198870,9,133376366,133406096,chr9:133376366,chr9:133406096,29730
ENSG00000198898,7,116811070,116922049,chr7:116811070,chr7:116922049,110979
ENSG00000198937,6,37482938,37499893,chr6:37482938,chr6:37499893,16955
ENSG00000203667,1,244835616,244845057,chr1:244835616,chr1:244845057,9441
ENSG00000203760,6,126340174,126348875,chr6:126340174,chr6:126348875,8701
ENSG00000204070,20,45361937,45376798,chr20:45361937,chr20:45376798,14861
ENSG00000204149,10,49982190,50010499,chr10:49982190,chr10:50010499,28309
ENSG00000204160,1,26826688,26857604,chr1:26826688,chr1:26857604,30916
ENSG00000204308,6,32178405,32180793,chr6:32178405,chr6:32180793,2388
ENSG00000204371,6,31879759,31897687,chr6:31879759,chr6:31897687,17928
ENSG00000204386,6,31857659,31862822,chr6:31857659,chr6:31862822,5163
ENSG00000204389,6,31815543,31817946,chr6:31815543,chr6:31817946,2403
ENSG00000204427,6,31686955,31703356,chr6:31686955,chr6:31703356,16401
ENSG00000204525,6,31268749,31272130,chr6:31268749,chr6:31272130,3381
ENSG00000204611,19,52113091,52139938,chr19:52113091,chr19:52139938,26847
ENSG00000204710,11,65170154,65173244,chr11:65170154,chr11:65173244,3090
ENSG00000204852,12,110614027,110649430,chr12:110614027,chr12:110649430,35403
ENSG00000204899,13,72708367,72727629,chr13:72708367,chr13:72727629,19262
ENSG00000204946,7,149262171,149297302,chr7:149262171,chr7:149297302,35131
ENSG00000204977,13,49995888,50020481,chr13:49995888,chr13:50020481,24593
ENSG00000205269,6,11537749,11583524,chr6:11537749,chr6:11583524,45775
ENSG00000205571,5,70049612,70078522,chr5:70049612,chr5:70078522,28910
ENSG00000206053,16,1678256,1702280,chr16:1678256,chr16:1702280,24024
ENSG00000206172,16,176680,177522,chr16:176680,chr16:177522,842
ENSG00000213015,19,55635016,55643470,chr19:55635016,chr19:55643470,8454
ENSG00000213088,1,159203307,159206500,chr1:159203307,chr1:159206500,3193
ENSG00000213160,2,169694488,169776989,chr2:169694488,chr2:169776989,82501
ENSG00000213246,17,58345175,58353093,chr17:58345175,chr17:58353093,7918
ENSG00000213337,2,96836611,96858016,chr2:96836611,chr2:96858016,21405
ENSG00000213445,11,65638101,65650918,chr11:65638101,chr11:65650918,12817
ENSG00000213465,11,65014160,65022184,chr11:65014160,chr11:65022184,8024
ENSG00000213780,6,30908207,30914106,chr6:30908207,chr6:30914106,5899
ENSG00000213793,19,52904417,52923481,chr19:52904417,chr19:52923481,19064
ENSG00000213906,14,24305734,24312053,chr14:24305734,chr14:24312053,6319
ENSG00000214063,11,842812,867116,chr11:842812,chr11:867116,24304
ENSG00000214113,6,5102593,5260939,chr6:5102593,chr6:5260939,158346
ENSG00000214706,3,50287732,50292918,chr3:50287732,chr3:50292918,5186
ENSG00000214954,8,91101832,91219236,chr8:91101832,chr8:91219236,117404
ENSG00000214960,7,16087525,16421538,chr7:16087525,chr7:16421538,334013
ENSG00000215252,15,34525207,34588503,chr15:34525207,chr15:34588503,63296
ENSG00000221838,7,100101549,100110345,chr7:100101549,chr7:100110345,8796
ENSG00000221963,22,35648446,35668404,chr22:35648446,chr22:35668404,19958
ENSG00000224470,16,71845976,71885268,chr16:71845976,chr16:71885268,39292
ENSG00000228594,1,1598012,1600135,chr1:1598012,chr1:1600135,2123
ENSG00000231389,6,33064569,33080775,chr6:33064569,chr6:33080775,16206
ENSG00000231887,12,10824960,11171608,chr12:10824960,chr12:11171608,346648
ENSG00000235169,1,3772761,3775982,chr1:3772761,chr1:3775982,3221
ENSG00000235568,22,42380407,42432403,chr22:42380407,chr22:42432403,51996
ENSG00000237440,19,20535825,20565809,chr19:20535825,chr19:20565809,29984
ENSG00000241399,2,159768628,159798255,chr2:159768628,chr2:159798255,29627
ENSG00000242802,7,4775615,4794397,chr7:4775615,chr7:4794397,18782
ENSG00000246705,12,14774383,14778002,chr12:14774383,chr12:14778002,3619
ENSG00000248098,19,41397808,41425002,chr19:41397808,chr19:41425002,27194
ENSG00000249437,5,70968483,71025114,chr5:70968483,chr5:71025114,56631
ENSG00000249459,17,18658429,18682228,chr17:18658429,chr17:18682228,23799
ENSG00000250510,12,6821624,6829972,chr12:6821624,chr12:6829972,8348
ENSG00000250571,8,143267433,143276931,chr8:143267433,chr8:143276931,9498
ENSG00000251247,19,36850361,36913029,chr19:36850361,chr19:36913029,62668
ENSG00000254126,2,106487364,106544297,chr2:106487364,chr2:106544297,56933
ENSG00000255152,6,31740020,31764851,chr6:31740020,chr6:31764851,24831
ENSG00000255529,15,57706695,57782762,chr15:57706695,chr15:57782762,76067
ENSG00000256188,12,11132958,11134644,chr12:11132958,chr12:11134644,1686
ENSG00000256235,5,150777946,150796734,chr5:150777946,chr5:150796734,18788
ENSG00000257594,12,89519412,89524796,chr12:89519412,chr12:89524796,5384
ENSG00000257704,19,47274885,47275723,chr19:47274885,chr19:47275723,838
ENSG00000258289,14,64914361,64944591,chr14:64914361,chr14:64944591,30230
ENSG00000258429,16,69326913,69330588,chr16:69326913,chr16:69330588,3675
ENSG00000258984,2,237967014,238099412,chr2:237967014,chr2:238099412,132398
ENSG00000259431,14,23555988,23560271,chr14:23555988,chr14:23560271,4283
ENSG00000259753,17,47253897,47344292,chr17:47253897,chr17:47344292,90395
ENSG00000261371,17,64319415,64413776,chr17:64319415,chr17:64413776,94361
ENSG00000262633,17,46923133,47049932,chr17:46923133,chr17:47049932,126799
ENSG00000264187,17,17202649,17237185,chr17:17202649,chr17:17237185,34536
ENSG00000264364,17,58083419,58095542,chr17:58083419,chr17:58095542,12123
ENSG00000265491,1,145738868,145824095,chr1:145738868,chr1:145824095,85227
ENSG00000266472,1,150293720,150308979,chr1:150293720,chr1:150308979,15259
ENSG00000267368,7,102637025,102642791,chr7:102637025,chr7:102642791,5766
ENSG00000269693,19,12525720,12580975,chr19:12525720,chr19:12580975,55255
ENSG00000270882,1,149832659,149839767,chr1:149832659,chr1:149839767,7108
ENSG00000271567,1,144372875,144373659,chr1:144372875,chr1:144373659,784
ENSG00000271605,17,64449037,64468643,chr17:64449037,chr17:64468643,19606
ENSG00000273294,5,33987174,34124528,chr5:33987174,chr5:34124528,137354
ENSG00000275553,18,46968695,46969912,chr18:46968695,chr18:46969912,1217
ENSG00000275713,6,26251651,26253710,chr6:26251651,chr6:26253710,2059
ENSG00000277117,21,5022493,5040666,chr21:5022493,chr21:5040666,18173
ENSG00000277277,21,7768884,7770591,chr21:7768884,chr21:7770591,1707
ENSG00000277775,6,26250195,26250605,chr6:26250195,chr6:26250605,410
ENSG00000277791,17,38752741,38764225,chr17:38752741,chr17:38764225,11484
ENSG00000278053,17,37609739,37643446,chr17:37609739,chr17:37643446,33707
ENSG00000278677,6,27892757,27893149,chr6:27892757,chr6:27893149,392
ENSG00000283189,3,49416777,49429314,chr3:49416777,chr3:49429314,12537
ENSG00000283199,13,113953705,113974076,chr13:113953705,chr13:113974076,20371
ENSG00000283239,8,1763888,1958627,chr8:1763888,chr8:1958627,194739
ENSG00000283580,1,42767292,42794493,chr1:42767292,chr1:42794493,27201
ENSG00000284024,10,14838160,14847018,chr10:14838160,chr10:14847018,8858
ENSG00000284770,1,235367360,235452443,chr1:235367360,chr1:235452443,85083
ENSG00000285053,1,235328570,235448952,chr1:235328570,chr1:235448952,120382
ENSG00000285304,22,37639693,37666932,chr22:37639693,chr22:37666932,27239
ENSG00000285329,16,3365099,3479550,chr16:3365099,chr16:3479550,114451
ENSG00000285713,4,144210701,145098174,chr4:144210701,chr4:145098174,887473
ENSG00000001167,6,41072945,41099976,chr6:41072945,chr6:41099976,27031
ENSG00000002330,11,64269830,64284704,chr11:64269830,chr11:64284704,14874
ENSG00000003400,2,201182898,201229406,chr2:201182898,chr2:201229406,46508
ENSG00000003756,3,50088919,50119021,chr3:50088919,chr3:50119021,30102
ENSG00000004142,17,28346633,28357527,chr17:28346633,chr17:28357527,10894
ENSG00000004799,7,95583499,95596516,chr7:95583499,chr7:95596516,13017
ENSG00000004864,7,96120220,96322147,chr7:96120220,chr7:96322147,201927
ENSG00000004975,17,7225342,7234517,chr17:7225342,chr17:7234517,9175
ENSG00000005108,7,11370365,11832198,chr7:11370365,chr7:11832198,461833
ENSG00000005436,2,75652000,75710985,chr2:75652000,chr2:75710985,58985
ENSG00000005483,7,105014190,105115019,chr7:105014190,chr7:105115019,100829
ENSG00000006016,19,18572220,18607741,chr19:18572220,chr19:18607741,35521
ENSG00000006607,2,241356285,241494841,chr2:241356285,chr2:241494841,138556
ENSG00000006831,12,1688574,1788674,chr12:1688574,chr12:1788674,100100
ENSG00000007376,16,784974,788397,chr16:784974,chr16:788397,3423
ENSG00000008086,X,18425583,18653629,chrX:18425583,chrX:18653629,228046
ENSG00000008405,12,106991364,107093549,chr12:106991364,chr12:107093549,102185
ENSG00000009724,1,11026523,11047239,chr1:11026523,chr1:11047239,20716
ENSG00000009954,7,73440406,73522293,chr7:73440406,chr7:73522293,81887
ENSG00000010361,19,49806866,49817376,chr19:49806866,chr19:49817376,10510
ENSG00000012983,14,50418501,50561126,chr14:50418501,chr14:50561126,142625
ENSG00000013374,7,151341699,151378449,chr7:151341699,chr7:151378449,36750
ENSG00000013503,12,106357748,106510198,chr12:106357748,chr12:106510198,152450
ENSG00000014216,11,65180566,65212006,chr11:65180566,chr11:65212006,31440
ENSG00000016391,3,53812335,53846419,chr3:53812335,chr3:53846419,34084
ENSG00000016864,3,52694488,52706032,chr3:52694488,chr3:52706032,11544
ENSG00000020129,1,35557473,35567274,chr1:35557473,chr1:35567274,9801
ENSG00000021574,2,32063547,32157637,chr2:32063547,chr2:32157637,94090
ENSG00000021645,14,78170373,79868290,chr14:78170373,chr14:79868290,1697917
ENSG00000022556,19,54953130,55001142,chr19:54953130,chr19:55001142,48012
ENSG00000023287,8,52622458,52745843,chr8:52622458,chr8:52745843,123385
ENSG00000023734,12,15882387,15903478,chr12:15882387,chr12:15903478,21091
ENSG00000026559,20,51003656,51023107,chr20:51003656,chr20:51023107,19451
ENSG00000029534,8,41653220,41896762,chr8:41653220,chr8:41896762,243542
ENSG00000037280,5,180601506,180649624,chr5:180601506,chr5:180649624,48118
ENSG00000037749,5,154038906,154220478,chr5:154038906,chr5:154220478,181572
ENSG00000040487,1,19312326,19329300,chr1:19312326,chr1:19329300,16974
ENSG00000040531,17,3636459,3661542,chr17:3636459,chr17:3661542,25083
ENSG00000047578,16,27550133,27780369,chr16:27550133,chr16:27780369,230236
ENSG00000047621,12,4487735,4538508,chr12:4487735,chr12:4538508,50773
ENSG00000047849,3,47850690,48089272,chr3:47850690,chr3:48089272,238582
ENSG00000048828,9,93451685,93566112,chr9:93451685,chr9:93566112,114427
ENSG00000049246,1,7784320,7845177,chr1:7784320,chr1:7845177,60857
ENSG00000049769,X,49269793,49301461,chrX:49269793,chrX:49301461,31668
ENSG00000051180,15,40694774,40732340,chr15:40694774,chr15:40732340,37566
ENSG00000052802,4,165327667,165343164,chr4:165327667,chr4:165343164,15497
ENSG00000054356,2,219289623,219309648,chr2:219289623,chr2:219309648,20025
ENSG00000054654,14,63761899,64226433,chr14:63761899,chr14:64226433,464534
ENSG00000055118,7,150944961,150978321,chr7:150944961,chr7:150978321,33360
ENSG00000057757,1,23778418,23788232,chr1:23778418,chr1:23788232,9814
ENSG00000058262,3,128051641,128071683,chr3:128051641,chr3:128071683,20042
ENSG00000058799,1,53851719,53889798,chr1:53851719,chr1:53889798,38079
ENSG00000060138,12,10699089,10723323,chr12:10699089,chr12:10723323,24234
ENSG00000060339,10,68721012,68792377,chr10:68721012,chr10:68792377,71365
ENSG00000061337,8,20246165,20303963,chr8:20246165,chr8:20303963,57798
ENSG00000063761,14,77800109,77935014,chr14:77800109,chr14:77935014,134905
ENSG00000064687,19,1039997,1065572,chr19:1039997,chr19:1065572,25575
ENSG00000064989,2,187341964,187448460,chr2:187341964,chr2:187448460,106496
ENSG00000064995,6,34877462,34888071,chr6:34877462,chr6:34888071,10609
ENSG00000065427,16,75627474,75648643,chr16:75627474,chr16:75648643,21169
ENSG00000065621,10,104268873,104304950,chr10:104268873,chr10:104304950,36077
ENSG00000066322,1,43363398,43368074,chr1:43363398,chr1:43368074,4676
ENSG00000068323,X,49028726,49043410,chrX:49028726,chrX:49043410,14684
ENSG00000068366,X,109624244,109733403,chrX:109624244,chrX:109733403,109159
ENSG00000069424,1,5990927,6101193,chr1:5990927,chr1:6101193,110266
ENSG00000070501,8,42338454,42371808,chr8:42338454,chr8:42371808,33354
ENSG00000070731,17,76565377,76586956,chr17:76565377,chr17:76586956,21579
ENSG00000070882,7,24796540,24981634,chr7:24796540,chr7:24981634,185094
ENSG00000070950,3,8775402,8963773,chr3:8775402,chr3:8963773,188371
ENSG00000071073,2,98619106,98731132,chr2:98619106,chr2:98731132,112026
ENSG00000071539,5,892884,919357,chr5:892884,chr5:919357,26473
ENSG00000071909,2,170178145,170655171,chr2:170178145,chr2:170655171,477026
ENSG00000072415,14,67241342,67336061,chr14:67241342,chr14:67336061,94719
ENSG00000072506,X,53431258,53434370,chrX:53431258,chrX:53434370,3112
ENSG00000073921,11,85957175,86069882,chr11:85957175,chr11:86069882,112707
ENSG00000074582,2,218658764,218663443,chr2:218658764,chr2:218663443,4679
ENSG00000075131,15,66336191,66386746,chr15:66336191,chr15:66386746,50555
ENSG00000075826,10,100486646,100519864,chr10:100486646,chr10:100519864,33218
ENSG00000075884,2,143091362,143768352,chr2:143091362,chr2:143768352,676990
ENSG00000076650,19,33080899,33130542,chr19:33080899,chr19:33130542,49643
ENSG00000077721,X,119574536,119591083,chrX:119574536,chrX:119591083,16547
ENSG00000078061,X,47561100,47571920,chrX:47561100,chrX:47571920,10820
ENSG00000078124,11,76860867,77026797,chr11:76860867,chr11:77026797,165930
ENSG00000078589,X,78945332,78963727,chrX:78945332,chrX:78963727,18395
ENSG00000078668,8,42391624,42405937,chr8:42391624,chr8:42405937,14313
ENSG00000078795,5,137887968,137942747,chr5:137887968,chr5:137942747,54779
ENSG00000078967,7,43926436,43956136,chr7:43926436,chr7:43956136,29700
ENSG00000079387,12,48042897,48106079,chr12:48042897,chr12:48106079,63182
ENSG00000079459,8,11795573,11839304,chr8:11795573,chr8:11839304,43731
ENSG00000080561,X,107825755,107927193,chrX:107825755,chrX:107927193,101438
ENSG00000081377,9,96490241,96619843,chr9:96490241,chr9:96619843,129602
ENSG00000081870,1,53916574,53945929,chr1:53916574,chr1:53945929,29355
ENSG00000082701,3,119821323,120094417,chr3:119821323,chr3:120094417,273094
ENSG00000083168,8,41929479,42051994,chr8:41929479,chr8:42051994,122515
ENSG00000083520,13,72752169,72782096,chr13:72752169,chr13:72782096,29927
ENSG00000083750,X,55717739,55758774,chrX:55717739,chrX:55758774,41035
ENSG00000083844,19,57191500,57222846,chr19:57191500,chr19:57222846,31346
ENSG00000084073,1,40258236,40294180,chr1:40258236,chr1:40294180,35944
ENSG00000085117,11,44564427,44620358,chr11:44564427,chr11:44620358,55931
ENSG00000085377,6,105273220,105454062,chr6:105273220,chr6:105454062,180842
ENSG00000085644,16,3129777,3142804,chr16:3129777,chr16:3142804,13027
ENSG00000085978,2,233210051,233295674,chr2:233210051,chr2:233295674,85623
ENSG00000086065,9,33264879,33282070,chr9:33264879,chr9:33282070,17191
ENSG00000086506,16,180459,181179,chr16:180459,chr16:181179,720
ENSG00000086548,19,41750977,41772211,chr19:41750977,chr19:41772211,21234
ENSG00000087253,16,55509072,55586666,chr16:55509072,chr16:55586666,77594
ENSG00000087589,20,56412112,56460387,chr20:56412112,chr20:56460387,48275
ENSG00000088808,14,103733195,103847575,chr14:103733195,chr14:103847575,114380
ENSG00000088876,20,2481817,2524702,chr20:2481817,chr20:2524702,42885
ENSG00000089057,20,4852356,5010293,chr20:4852356,chr20:5010293,157937
ENSG00000089234,12,111642146,111685956,chr12:111642146,chr12:111685956,43810
ENSG00000089280,16,31180110,31194871,chr16:31180110,chr16:31194871,14761
ENSG00000089327,19,35154730,35169881,chr19:35154730,chr19:35169881,15151
ENSG00000089505,16,66566393,66579137,chr16:66566393,chr16:66579137,12744
ENSG00000090470,15,65117379,65133808,chr15:65117379,chr15:65133808,16429
ENSG00000090857,16,70113626,70162537,chr16:70113626,chr16:70162537,48911
ENSG00000091262,16,16148928,16223522,chr16:16148928,chr16:16223522,74594
ENSG00000091317,3,32481312,32502852,chr3:32481312,chr3:32502852,21540
ENSG00000092964,8,26514031,26658178,chr8:26514031,chr8:26658178,144147
ENSG00000093010,22,19941733,19969975,chr22:19941733,chr22:19969975,28242
ENSG00000094804,17,40287879,40304657,chr17:40287879,chr17:40304657,16778
ENSG00000095261,9,120815496,120842951,chr9:120815496,chr9:120842951,27455
ENSG00000096384,6,44246166,44253888,chr6:44246166,chr6:44253888,7722
ENSG00000099204,10,114431113,114768061,chr10:114431113,chr10:114768061,336948
ENSG00000099330,19,17226213,17229219,chr19:17226213,chr19:17229219,3006
ENSG00000099875,19,2037465,2051244,chr19:2037465,chr19:2051244,13779
ENSG00000099949,22,20982269,20999032,chr22:20982269,chr22:20999032,16763
ENSG00000099999,22,30368811,30421771,chr22:30368811,chr22:30421771,52960
ENSG00000100027,22,21697536,21735794,chr22:21697536,chr22:21735794,38258
ENSG00000100030,22,21754500,21867680,chr22:21754500,chr22:21867680,113180
ENSG00000100092,22,37634654,37656119,chr22:37634654,chr22:37656119,21465
ENSG00000100105,22,31325804,31346346,chr22:31325804,chr22:31346346,20542
ENSG00000100211,22,38656636,38673854,chr22:38656636,chr22:38673854,17218
ENSG00000100228,22,23145326,23164350,chr22:23145326,chr22:23164350,19024
ENSG00000100294,22,43132209,43143398,chr22:43132209,chr22:43143398,11189
ENSG00000100350,22,36487190,36507101,chr22:36487190,chr22:36507101,19911
ENSG00000100354,22,40044817,40335808,chr22:40044817,chr22:40335808,290991
